CustomerID,本次购买日期,上次购买日期,间隔天数
13184.0,2011-11-25,2011-08-01,116.0
13186.0,2011-09-07,2011-08-03,35.0
13186.0,2011-10-31,2011-09-07,54.0
13189.0,2011-11-21,2011-08-16,97.0
13192.0,2011-09-05,2011-05-18,110.0
13196.0,2011-09-16,2011-03-22,178.0
13196.0,2011-11-28,2011-09-16,73.0
13198.0,2011-01-25,2010-12-13,43.0
13198.0,2011-04-04,2011-01-25,69.0
13198.0,2011-07-06,2011-04-04,93.0
13198.0,2011-08-11,2011-07-06,36.0
13198.0,2011-11-29,2011-08-11,110.0
13199.0,2010-12-16,2010-12-08,8.0
13199.0,2011-01-05,2010-12-16,20.0
13199.0,2011-01-13,2011-01-05,8.0
13199.0,2011-01-17,2011-01-13,4.0
13199.0,2011-02-02,2011-01-17,16.0
13199.0,2011-02-16,2011-02-02,14.0
13199.0,2011-03-03,2011-02-16,15.0
13199.0,2011-03-17,2011-03-03,14.0
13199.0,2011-04-13,2011-03-17,27.0
13199.0,2011-04-19,2011-04-13,6.0
13199.0,2011-04-26,2011-04-19,7.0
13199.0,2011-05-05,2011-04-26,9.0
13199.0,2011-05-26,2011-05-05,21.0
13199.0,2011-06-16,2011-05-26,21.0
13199.0,2011-06-20,2011-06-16,4.0
13199.0,2011-07-19,2011-06-20,29.0
13199.0,2011-08-24,2011-07-19,36.0
13199.0,2011-08-28,2011-08-24,4.0
13199.0,2011-09-08,2011-08-28,11.0
13199.0,2011-10-06,2011-09-08,28.0
13199.0,2011-10-20,2011-10-06,14.0
13199.0,2011-10-28,2011-10-20,8.0
13199.0,2011-11-07,2011-10-28,10.0
13199.0,2011-11-08,2011-11-07,1.0
13199.0,2011-11-16,2011-11-08,8.0
13199.0,2011-11-21,2011-11-16,5.0
13199.0,2011-11-22,2011-11-21,1.0
13199.0,2011-11-25,2011-11-22,3.0
13199.0,2011-11-29,2011-11-25,4.0
13199.0,2011-12-01,2011-11-29,2.0
13199.0,2011-12-02,2011-12-01,1.0
13199.0,2011-12-06,2011-12-02,4.0
13200.0,2011-09-26,2011-08-05,52.0
13200.0,2011-11-18,2011-09-26,53.0
13200.0,2011-11-20,2011-11-18,2.0
13203.0,2011-08-11,2011-04-11,122.0
13203.0,2011-10-31,2011-08-11,81.0
13203.0,2011-11-30,2011-10-31,30.0
13207.0,2011-11-24,2011-07-12,135.0
13208.0,2011-04-13,2011-02-03,69.0
13208.0,2011-05-17,2011-04-13,34.0
13208.0,2011-07-07,2011-05-17,51.0
13208.0,2011-10-11,2011-07-07,96.0
13208.0,2011-10-12,2011-10-11,1.0
13209.0,2011-01-17,2010-12-13,35.0
13209.0,2011-04-26,2011-01-17,99.0
13209.0,2011-07-19,2011-04-26,84.0
13209.0,2011-08-03,2011-07-19,15.0
13209.0,2011-11-09,2011-08-03,98.0
13211.0,2011-09-05,2010-12-13,266.0
13211.0,2011-11-29,2011-09-05,85.0
13212.0,2011-11-20,2011-10-09,42.0
13213.0,2011-06-09,2011-05-24,16.0
13213.0,2011-08-03,2011-06-09,55.0
13213.0,2011-10-14,2011-08-03,72.0
13217.0,2011-07-31,2011-07-06,25.0
13217.0,2011-08-09,2011-07-31,9.0
13220.0,2011-05-04,2011-04-17,17.0
13220.0,2011-06-07,2011-05-04,34.0
13220.0,2011-09-22,2011-06-07,107.0
13221.0,2011-04-13,2010-12-15,119.0
13223.0,2011-05-23,2011-04-21,32.0
13224.0,2011-10-10,2011-07-11,91.0
13225.0,2011-01-05,2010-12-13,23.0
13225.0,2011-03-14,2011-01-05,68.0
13225.0,2011-05-27,2011-03-14,74.0
13225.0,2011-07-19,2011-05-27,53.0
13225.0,2011-10-10,2011-07-19,83.0
13225.0,2011-12-06,2011-10-10,57.0
13230.0,2011-01-23,2010-12-09,45.0
13230.0,2011-02-03,2011-01-23,11.0
13230.0,2011-02-17,2011-02-03,14.0
13230.0,2011-03-02,2011-02-17,13.0
13230.0,2011-04-07,2011-03-02,36.0
13230.0,2011-04-14,2011-04-07,7.0
13230.0,2011-04-26,2011-04-14,12.0
13230.0,2011-05-22,2011-04-26,26.0
13230.0,2011-07-10,2011-05-22,49.0
13230.0,2011-07-24,2011-07-10,14.0
13230.0,2011-11-10,2011-07-24,109.0
13230.0,2011-12-05,2011-11-10,25.0
13232.0,2011-05-15,2011-04-10,35.0
13232.0,2011-05-27,2011-05-15,12.0
13232.0,2011-06-12,2011-05-27,16.0
13232.0,2011-09-02,2011-06-12,82.0
13232.0,2011-11-13,2011-09-02,72.0
13232.0,2011-11-27,2011-11-13,14.0
13233.0,2011-09-26,2011-01-07,262.0
13236.0,2011-11-15,2011-08-25,82.0
13238.0,2011-06-29,2010-12-14,197.0
13238.0,2011-11-16,2011-06-29,140.0
13238.0,2011-11-22,2011-11-16,6.0
13240.0,2011-03-27,2010-12-09,108.0
13240.0,2011-06-19,2011-03-27,84.0
13240.0,2011-09-04,2011-06-19,77.0
13242.0,2011-08-19,2011-05-10,101.0
13246.0,2011-01-17,2011-01-13,4.0
13246.0,2011-02-20,2011-01-17,34.0
13246.0,2011-05-17,2011-02-20,86.0
13246.0,2011-06-16,2011-05-17,30.0
13246.0,2011-11-21,2011-06-16,158.0
13247.0,2011-10-19,2011-09-18,31.0
13247.0,2011-11-17,2011-10-19,29.0
13247.0,2011-11-22,2011-11-17,5.0
13248.0,2011-08-07,2011-06-03,65.0
13249.0,2011-09-07,2011-03-23,168.0
13249.0,2011-09-08,2011-09-07,1.0
13253.0,2011-07-06,2011-01-04,183.0
13255.0,2011-11-30,2010-12-01,364.0
13258.0,2011-11-16,2011-05-18,182.0
13258.0,2011-11-28,2011-11-16,12.0
13261.0,2011-03-16,2011-02-27,17.0
13263.0,2011-03-06,2011-01-18,47.0
13263.0,2011-03-14,2011-03-06,8.0
13263.0,2011-03-24,2011-03-14,10.0
13263.0,2011-03-29,2011-03-24,5.0
13263.0,2011-04-04,2011-03-29,6.0
13263.0,2011-04-19,2011-04-04,15.0
13263.0,2011-04-21,2011-04-19,2.0
13263.0,2011-04-26,2011-04-21,5.0
13263.0,2011-05-03,2011-04-26,7.0
13263.0,2011-05-12,2011-05-03,9.0
13263.0,2011-05-18,2011-05-12,6.0
13263.0,2011-05-25,2011-05-18,7.0
13263.0,2011-06-01,2011-05-25,7.0
13263.0,2011-06-16,2011-06-01,15.0
13263.0,2011-06-29,2011-06-16,13.0
13263.0,2011-07-06,2011-06-29,7.0
13263.0,2011-07-13,2011-07-06,7.0
13263.0,2011-08-04,2011-07-13,22.0
13263.0,2011-08-11,2011-08-04,7.0
13263.0,2011-08-23,2011-08-11,12.0
13263.0,2011-09-13,2011-08-23,21.0
13263.0,2011-09-30,2011-09-13,17.0
13263.0,2011-10-04,2011-09-30,4.0
13263.0,2011-10-11,2011-10-04,7.0
13263.0,2011-10-19,2011-10-11,8.0
13263.0,2011-10-20,2011-10-19,1.0
13263.0,2011-10-25,2011-10-20,5.0
13263.0,2011-10-27,2011-10-25,2.0
13263.0,2011-11-23,2011-10-27,27.0
13263.0,2011-11-28,2011-11-23,5.0
13263.0,2011-12-01,2011-11-28,3.0
13263.0,2011-12-08,2011-12-01,7.0
13265.0,2011-04-08,2011-03-11,28.0
13265.0,2011-06-09,2011-04-08,62.0
13265.0,2011-09-12,2011-06-09,95.0
13265.0,2011-10-17,2011-09-12,35.0
13266.0,2011-04-06,2011-03-28,9.0
13266.0,2011-04-19,2011-04-06,13.0
13266.0,2011-05-05,2011-04-19,16.0
13266.0,2011-05-20,2011-05-05,15.0
13266.0,2011-06-07,2011-05-20,18.0
13266.0,2011-07-04,2011-06-07,27.0
13266.0,2011-08-19,2011-07-04,46.0
13266.0,2011-09-25,2011-08-19,37.0
13266.0,2011-10-27,2011-09-25,32.0
13266.0,2011-11-10,2011-10-27,14.0
13266.0,2011-11-28,2011-11-10,18.0
13267.0,2010-12-14,2010-12-08,6.0
13267.0,2011-01-12,2010-12-14,29.0
13267.0,2011-03-09,2011-01-12,56.0
13267.0,2011-03-23,2011-03-09,14.0
13267.0,2011-04-21,2011-03-23,29.0
13267.0,2011-05-24,2011-04-21,33.0
13267.0,2011-07-04,2011-05-24,41.0
13267.0,2011-08-21,2011-07-04,48.0
13267.0,2011-09-08,2011-08-21,18.0
13267.0,2011-11-03,2011-09-08,56.0
13267.0,2011-11-10,2011-11-03,7.0
13267.0,2011-11-22,2011-11-10,12.0
13267.0,2011-12-07,2011-11-22,15.0
13268.0,2011-03-30,2011-03-17,13.0
13268.0,2011-04-12,2011-03-30,13.0
13268.0,2011-05-04,2011-04-12,22.0
13268.0,2011-05-25,2011-05-04,21.0
13268.0,2011-06-23,2011-05-25,29.0
13268.0,2011-09-16,2011-06-23,85.0
13268.0,2011-11-01,2011-09-16,46.0
13268.0,2011-11-14,2011-11-01,13.0
13268.0,2011-11-22,2011-11-14,8.0
13269.0,2010-12-13,2010-12-05,8.0
13269.0,2011-04-03,2010-12-13,111.0
13269.0,2011-04-20,2011-04-03,17.0
13269.0,2011-05-05,2011-04-20,15.0
13269.0,2011-06-13,2011-05-05,39.0
13269.0,2011-07-12,2011-06-13,29.0
13269.0,2011-08-22,2011-07-12,41.0
13269.0,2011-09-12,2011-08-22,21.0
13269.0,2011-10-04,2011-09-12,22.0
13269.0,2011-11-18,2011-10-04,45.0
13269.0,2011-11-28,2011-11-18,10.0
13269.0,2011-12-08,2011-11-28,10.0
13272.0,2011-11-08,2011-09-11,58.0
13276.0,2011-10-07,2011-09-01,36.0
13277.0,2011-08-15,2011-07-29,17.0
13277.0,2011-11-14,2011-08-15,91.0
13277.0,2011-11-24,2011-11-14,10.0
13280.0,2011-01-27,2011-01-06,21.0
13280.0,2011-08-09,2011-01-27,194.0
13282.0,2011-06-30,2011-05-03,58.0
13282.0,2011-11-21,2011-06-30,144.0
13283.0,2011-10-11,2011-06-07,126.0
13285.0,2011-04-27,2011-02-22,64.0
13285.0,2011-07-01,2011-04-27,65.0
13285.0,2011-11-16,2011-07-01,138.0
13292.0,2011-11-01,2011-02-28,246.0
13294.0,2011-06-03,2011-04-04,60.0
13297.0,2011-11-16,2011-10-03,44.0
13297.0,2011-12-02,2011-11-16,16.0
13301.0,2011-05-01,2011-02-20,70.0
13301.0,2011-07-04,2011-05-01,64.0
13301.0,2011-08-28,2011-07-04,55.0
13305.0,2011-02-17,2010-12-02,77.0
13305.0,2011-03-11,2011-02-17,22.0
13305.0,2011-04-08,2011-03-11,28.0
13305.0,2011-07-17,2011-04-08,100.0
13305.0,2011-08-16,2011-07-17,30.0
13305.0,2011-09-01,2011-08-16,16.0
13305.0,2011-09-08,2011-09-01,7.0
13305.0,2011-11-18,2011-09-08,71.0
13305.0,2011-12-05,2011-11-18,17.0
13308.0,2011-10-18,2011-05-20,151.0
13308.0,2011-11-17,2011-10-18,30.0
13309.0,2011-05-17,2011-02-04,102.0
13309.0,2011-09-12,2011-05-17,118.0
13309.0,2011-10-25,2011-09-12,43.0
13309.0,2011-12-02,2011-10-25,38.0
13310.0,2011-05-17,2011-01-19,118.0
13310.0,2011-11-11,2011-05-17,178.0
13311.0,2011-12-05,2011-07-12,146.0
13313.0,2011-05-08,2011-01-04,124.0
13313.0,2011-07-21,2011-05-08,74.0
13313.0,2011-11-04,2011-07-21,106.0
13313.0,2011-11-17,2011-11-04,13.0
13314.0,2011-10-07,2011-09-27,10.0
13314.0,2011-12-08,2011-10-07,62.0
13316.0,2011-07-31,2011-03-30,123.0
13316.0,2011-09-21,2011-07-31,52.0
13316.0,2011-11-02,2011-09-21,42.0
13317.0,2011-04-14,2010-12-16,119.0
13317.0,2011-05-25,2011-04-14,41.0
13317.0,2011-10-04,2011-05-25,132.0
13318.0,2011-12-04,2011-11-02,32.0
13318.0,2011-12-08,2011-12-04,4.0
13319.0,2010-12-20,2010-12-09,11.0
13319.0,2011-01-04,2010-12-20,15.0
13319.0,2011-02-09,2011-01-04,36.0
13319.0,2011-03-14,2011-02-09,33.0
13319.0,2011-04-04,2011-03-14,21.0
13319.0,2011-05-16,2011-04-04,42.0
13319.0,2011-06-06,2011-05-16,21.0
13319.0,2011-06-23,2011-06-06,17.0
13319.0,2011-07-14,2011-06-23,21.0
13319.0,2011-07-28,2011-07-14,14.0
13319.0,2011-08-18,2011-07-28,21.0
13319.0,2011-09-09,2011-08-18,22.0
13319.0,2011-10-04,2011-09-09,25.0
13319.0,2011-11-10,2011-10-04,37.0
13319.0,2011-11-22,2011-11-10,12.0
13319.0,2011-12-04,2011-11-22,12.0
13320.0,2011-08-25,2011-05-10,107.0
13320.0,2011-09-22,2011-08-25,28.0
13321.0,2011-09-28,2011-09-14,14.0
13323.0,2011-11-07,2011-09-16,52.0
13323.0,2011-11-18,2011-11-07,11.0
13323.0,2011-12-01,2011-11-18,13.0
13323.0,2011-12-06,2011-12-01,5.0
13324.0,2011-01-31,2010-12-14,48.0
13324.0,2011-04-11,2011-01-31,70.0
13324.0,2011-05-20,2011-04-11,39.0
13324.0,2011-09-11,2011-05-20,114.0
13324.0,2011-11-03,2011-09-11,53.0
13327.0,2011-02-17,2010-12-09,70.0
13327.0,2011-03-25,2011-02-17,36.0
13327.0,2011-06-07,2011-03-25,74.0
13327.0,2011-07-18,2011-06-07,41.0
13327.0,2011-08-19,2011-07-18,32.0
13327.0,2011-11-01,2011-08-19,74.0
13329.0,2011-11-08,2010-12-08,335.0
13330.0,2011-06-07,2011-01-28,130.0
13330.0,2011-09-08,2011-06-07,93.0
13334.0,2011-06-02,2011-02-07,115.0
13334.0,2011-09-18,2011-06-02,108.0
13340.0,2011-07-17,2011-03-08,131.0
13340.0,2011-07-28,2011-07-17,11.0
13340.0,2011-08-26,2011-07-28,29.0
13340.0,2011-10-25,2011-08-26,60.0
13344.0,2011-10-03,2011-03-07,210.0
13350.0,2011-11-23,2011-09-21,63.0
13362.0,2011-04-08,2011-02-25,42.0
13362.0,2011-10-18,2011-04-08,193.0
13362.0,2011-11-30,2011-10-18,43.0
13363.0,2011-11-22,2011-10-27,26.0
13365.0,2011-11-06,2011-05-06,184.0
13368.0,2011-03-28,2011-01-06,81.0
13373.0,2011-07-04,2011-03-08,118.0
13373.0,2011-10-10,2011-07-04,98.0
13376.0,2011-05-20,2011-04-19,31.0
13376.0,2011-09-01,2011-05-20,104.0
13379.0,2011-10-02,2011-07-26,68.0
13379.0,2011-11-13,2011-10-02,42.0
13381.0,2011-05-16,2011-02-14,91.0
13381.0,2011-07-15,2011-05-16,60.0
13381.0,2011-08-18,2011-07-15,34.0
13381.0,2011-09-11,2011-08-18,24.0
13381.0,2011-11-08,2011-09-11,58.0
13384.0,2011-08-03,2011-06-14,50.0
13384.0,2011-09-13,2011-08-03,41.0
13384.0,2011-09-27,2011-09-13,14.0
13384.0,2011-10-25,2011-09-27,28.0
13384.0,2011-11-09,2011-10-25,15.0
13389.0,2011-09-26,2011-04-21,158.0
13389.0,2011-11-28,2011-09-26,63.0
13394.0,2011-03-17,2011-02-03,42.0
13394.0,2011-05-09,2011-03-17,53.0
13394.0,2011-07-11,2011-05-09,63.0
13394.0,2011-08-16,2011-07-11,36.0
13394.0,2011-09-22,2011-08-16,37.0
13394.0,2011-10-17,2011-09-22,25.0
13394.0,2011-12-08,2011-10-17,52.0
13396.0,2011-11-10,2011-01-24,290.0
13397.0,2011-02-18,2011-01-04,45.0
13397.0,2011-06-09,2011-02-18,111.0
13397.0,2011-08-21,2011-06-09,73.0
13397.0,2011-09-28,2011-08-21,38.0
13402.0,2011-08-04,2010-12-02,245.0
13404.0,2011-12-08,2011-05-11,211.0
13405.0,2011-05-19,2011-01-26,113.0
13405.0,2011-09-26,2011-05-19,130.0
13408.0,2010-12-03,2010-12-01,2.0
13408.0,2010-12-13,2010-12-03,10.0
13408.0,2010-12-16,2010-12-13,3.0
13408.0,2011-01-06,2010-12-16,21.0
13408.0,2011-01-24,2011-01-06,18.0
13408.0,2011-01-31,2011-01-24,7.0
13408.0,2011-02-15,2011-01-31,15.0
13408.0,2011-03-07,2011-02-15,20.0
13408.0,2011-03-23,2011-03-07,16.0
13408.0,2011-03-27,2011-03-23,4.0
13408.0,2011-04-03,2011-03-27,7.0
13408.0,2011-04-13,2011-04-03,10.0
13408.0,2011-04-26,2011-04-13,13.0
13408.0,2011-04-28,2011-04-26,2.0
13408.0,2011-05-16,2011-04-28,18.0
13408.0,2011-06-02,2011-05-16,17.0
13408.0,2011-06-14,2011-06-02,12.0
13408.0,2011-06-26,2011-06-14,12.0
13408.0,2011-07-05,2011-06-26,9.0
13408.0,2011-07-12,2011-07-05,7.0
13408.0,2011-07-24,2011-07-12,12.0
13408.0,2011-08-03,2011-07-24,10.0
13408.0,2011-08-11,2011-08-03,8.0
13408.0,2011-08-22,2011-08-11,11.0
13408.0,2011-08-25,2011-08-22,3.0
13408.0,2011-09-01,2011-08-25,7.0
13408.0,2011-09-11,2011-09-01,10.0
13408.0,2011-09-14,2011-09-11,3.0
13408.0,2011-09-25,2011-09-14,11.0
13408.0,2011-10-04,2011-09-25,9.0
13408.0,2011-10-26,2011-10-04,22.0
13408.0,2011-11-03,2011-10-26,8.0
13408.0,2011-11-09,2011-11-03,6.0
13408.0,2011-11-16,2011-11-09,7.0
13408.0,2011-11-22,2011-11-16,6.0
13408.0,2011-11-23,2011-11-22,1.0
13408.0,2011-11-28,2011-11-23,5.0
13408.0,2011-12-01,2011-11-28,3.0
13408.0,2011-12-06,2011-12-01,5.0
13408.0,2011-12-08,2011-12-06,2.0
13410.0,2011-03-21,2011-02-21,28.0
13410.0,2011-06-05,2011-03-21,76.0
13410.0,2011-09-26,2011-06-05,113.0
13410.0,2011-11-15,2011-09-26,50.0
13414.0,2011-07-05,2011-02-16,139.0
13414.0,2011-07-29,2011-07-05,24.0
13416.0,2011-10-27,2011-09-19,38.0
13417.0,2011-12-05,2011-05-18,201.0
13418.0,2010-12-10,2010-12-02,8.0
13418.0,2010-12-15,2010-12-10,5.0
13418.0,2011-04-01,2010-12-15,107.0
13418.0,2011-05-11,2011-04-01,40.0
13418.0,2011-05-19,2011-05-11,8.0
13418.0,2011-06-28,2011-05-19,40.0
13418.0,2011-07-06,2011-06-28,8.0
13418.0,2011-08-07,2011-07-06,32.0
13418.0,2011-09-02,2011-08-07,26.0
13418.0,2011-09-16,2011-09-02,14.0
13418.0,2011-10-10,2011-09-16,24.0
13418.0,2011-11-28,2011-10-10,49.0
13420.0,2011-07-13,2011-06-22,21.0
13421.0,2011-10-30,2011-02-22,250.0
13425.0,2011-06-24,2011-02-18,126.0
13425.0,2011-08-23,2011-06-24,60.0
13426.0,2011-01-07,2010-12-15,23.0
13426.0,2011-03-30,2011-01-07,82.0
13426.0,2011-04-15,2011-03-30,16.0
13426.0,2011-06-10,2011-04-15,56.0
13426.0,2011-09-11,2011-06-10,93.0
13426.0,2011-10-06,2011-09-11,25.0
13426.0,2011-11-13,2011-10-06,38.0
13426.0,2011-11-29,2011-11-13,16.0
13426.0,2011-12-09,2011-11-29,10.0
13427.0,2011-08-11,2011-05-08,95.0
13427.0,2011-11-20,2011-08-11,101.0
13429.0,2011-10-10,2011-09-25,15.0
13429.0,2011-10-21,2011-10-10,11.0
13429.0,2011-11-29,2011-10-21,39.0
13430.0,2011-11-21,2011-09-14,68.0
13431.0,2011-10-03,2011-09-12,21.0
13434.0,2011-09-26,2011-09-04,22.0
13435.0,2011-08-05,2011-06-03,63.0
13435.0,2011-08-21,2011-08-05,16.0
13435.0,2011-09-25,2011-08-21,35.0
13435.0,2011-10-26,2011-09-25,31.0
13435.0,2011-11-15,2011-10-26,20.0
13435.0,2011-12-04,2011-11-15,19.0
13437.0,2011-06-23,2011-06-02,21.0
13437.0,2011-08-02,2011-06-23,40.0
13437.0,2011-09-01,2011-08-02,30.0
13437.0,2011-11-08,2011-09-01,68.0
13437.0,2011-11-15,2011-11-08,7.0
13437.0,2011-11-25,2011-11-15,10.0
13447.0,2011-11-06,2011-11-04,2.0
13447.0,2011-11-16,2011-11-06,10.0
13448.0,2010-12-10,2010-12-01,9.0
13448.0,2011-05-05,2010-12-10,146.0
13448.0,2011-09-20,2011-05-05,138.0
13448.0,2011-11-23,2011-09-20,64.0
13450.0,2011-05-19,2011-05-05,14.0
13450.0,2011-07-01,2011-05-19,43.0
13450.0,2011-08-07,2011-07-01,37.0
13450.0,2011-09-11,2011-08-07,35.0
13450.0,2011-11-13,2011-09-11,63.0
13451.0,2011-03-15,2011-01-09,65.0
13451.0,2011-05-12,2011-03-15,58.0
13451.0,2011-08-05,2011-05-12,85.0
13451.0,2011-11-13,2011-08-05,100.0
13452.0,2011-03-25,2011-03-14,11.0
13453.0,2011-06-27,2011-02-23,124.0
13455.0,2011-11-15,2010-12-08,342.0
13456.0,2011-06-17,2011-05-16,32.0
13456.0,2011-07-07,2011-06-17,20.0
13456.0,2011-10-07,2011-07-07,92.0
13456.0,2011-11-18,2011-10-07,42.0
13456.0,2011-11-22,2011-11-18,4.0
13458.0,2011-01-06,2010-12-15,22.0
13458.0,2011-02-07,2011-01-06,32.0
13458.0,2011-02-25,2011-02-07,18.0
13458.0,2011-04-12,2011-02-25,46.0
13458.0,2011-05-09,2011-04-12,27.0
13458.0,2011-06-03,2011-05-09,25.0
13458.0,2011-06-23,2011-06-03,20.0
13458.0,2011-07-27,2011-06-23,34.0
13458.0,2011-09-01,2011-07-27,36.0
13458.0,2011-10-05,2011-09-01,34.0
13458.0,2011-10-27,2011-10-05,22.0
13458.0,2011-11-16,2011-10-27,20.0
13458.0,2011-12-02,2011-11-16,16.0
13460.0,2011-11-10,2011-10-21,20.0
13461.0,2011-07-24,2011-06-29,25.0
13461.0,2011-11-01,2011-07-24,100.0
13467.0,2011-11-29,2011-11-03,26.0
13468.0,2010-12-06,2010-12-01,5.0
13468.0,2010-12-16,2010-12-06,10.0
13468.0,2011-01-11,2010-12-16,26.0
13468.0,2011-01-25,2011-01-11,14.0
13468.0,2011-02-02,2011-01-25,8.0
13468.0,2011-02-10,2011-02-02,8.0
13468.0,2011-02-24,2011-02-10,14.0
13468.0,2011-03-08,2011-02-24,12.0
13468.0,2011-03-10,2011-03-08,2.0
13468.0,2011-03-18,2011-03-10,8.0
13468.0,2011-03-25,2011-03-18,7.0
13468.0,2011-03-31,2011-03-25,6.0
13468.0,2011-04-01,2011-03-31,1.0
13468.0,2011-04-05,2011-04-01,4.0
13468.0,2011-04-15,2011-04-05,10.0
13468.0,2011-04-27,2011-04-15,12.0
13468.0,2011-05-08,2011-04-27,11.0
13468.0,2011-05-19,2011-05-08,11.0
13468.0,2011-05-22,2011-05-19,3.0
13468.0,2011-06-13,2011-05-22,22.0
13468.0,2011-07-06,2011-06-13,23.0
13468.0,2011-07-17,2011-07-06,11.0
13468.0,2011-07-28,2011-07-17,11.0
13468.0,2011-08-10,2011-07-28,13.0
13468.0,2011-08-24,2011-08-10,14.0
13468.0,2011-09-05,2011-08-24,12.0
13468.0,2011-09-08,2011-09-05,3.0
13468.0,2011-09-26,2011-09-08,18.0
13468.0,2011-10-05,2011-09-26,9.0
13468.0,2011-10-12,2011-10-05,7.0
13468.0,2011-11-01,2011-10-12,20.0
13468.0,2011-11-10,2011-11-01,9.0
13468.0,2011-11-21,2011-11-10,11.0
13468.0,2011-12-02,2011-11-21,11.0
13468.0,2011-12-08,2011-12-02,6.0
13470.0,2011-09-01,2011-08-16,16.0
13471.0,2011-11-18,2011-10-23,26.0
13471.0,2011-12-04,2011-11-18,16.0
13471.0,2011-12-08,2011-12-04,4.0
13473.0,2011-10-10,2011-01-11,272.0
13475.0,2011-03-23,2011-02-14,37.0
13475.0,2011-05-06,2011-03-23,44.0
13475.0,2011-06-01,2011-05-06,26.0
13476.0,2011-06-14,2011-03-03,103.0
13477.0,2011-05-12,2011-02-21,80.0
13477.0,2011-06-22,2011-05-12,41.0
13477.0,2011-07-24,2011-06-22,32.0
13477.0,2011-10-13,2011-07-24,81.0
13477.0,2011-11-02,2011-10-13,20.0
13479.0,2011-05-23,2011-04-19,34.0
13481.0,2011-05-31,2011-03-28,64.0
13481.0,2011-08-23,2011-05-31,84.0
13481.0,2011-10-25,2011-08-23,63.0
13486.0,2011-08-03,2011-07-07,27.0
13486.0,2011-09-22,2011-08-03,50.0
13487.0,2011-05-10,2010-12-21,140.0
13487.0,2011-10-13,2011-05-10,156.0
13488.0,2011-01-12,2010-12-07,36.0
13488.0,2011-02-04,2011-01-12,23.0
13488.0,2011-03-24,2011-02-04,48.0
13488.0,2011-05-17,2011-03-24,54.0
13488.0,2011-05-27,2011-05-17,10.0
13488.0,2011-07-18,2011-05-27,52.0
13488.0,2011-08-11,2011-07-18,24.0
13488.0,2011-09-13,2011-08-11,33.0
13488.0,2011-09-28,2011-09-13,15.0
13488.0,2011-10-27,2011-09-28,29.0
13488.0,2011-11-22,2011-10-27,26.0
13489.0,2011-02-23,2011-02-18,5.0
13489.0,2011-07-05,2011-02-23,132.0
13489.0,2011-08-26,2011-07-05,52.0
13491.0,2010-12-15,2010-12-02,13.0
13491.0,2011-01-11,2010-12-15,27.0
13491.0,2011-01-26,2011-01-11,15.0
13491.0,2011-02-02,2011-01-26,7.0
13491.0,2011-03-04,2011-02-02,30.0
13491.0,2011-03-21,2011-03-04,17.0
13491.0,2011-04-06,2011-03-21,16.0
13491.0,2011-07-15,2011-04-06,100.0
13491.0,2011-10-19,2011-07-15,96.0
13492.0,2011-07-01,2011-05-09,53.0
13492.0,2011-07-26,2011-07-01,25.0
13493.0,2011-03-09,2011-02-25,12.0
13495.0,2010-12-15,2010-12-06,9.0
13495.0,2011-04-21,2010-12-15,127.0
13495.0,2011-11-04,2011-04-21,197.0
13495.0,2011-12-02,2011-11-04,28.0
13496.0,2011-11-29,2010-12-15,349.0
13497.0,2011-03-02,2010-12-06,86.0
13499.0,2011-04-28,2011-03-15,44.0
13499.0,2011-09-27,2011-04-28,152.0
13499.0,2011-11-10,2011-09-27,44.0
13499.0,2011-11-22,2011-11-10,12.0
13500.0,2011-11-03,2011-08-09,86.0
13500.0,2011-11-16,2011-11-03,13.0
13502.0,2011-03-10,2011-01-20,49.0
13502.0,2011-11-23,2011-03-10,258.0
13505.0,2011-05-31,2011-04-21,40.0
13505.0,2011-06-26,2011-05-31,26.0
13505.0,2011-09-28,2011-06-26,94.0
13506.0,2011-01-27,2010-12-05,53.0
13507.0,2011-08-24,2011-07-17,38.0
13507.0,2011-09-02,2011-08-24,9.0
13507.0,2011-12-06,2011-09-02,95.0
13509.0,2011-03-11,2011-02-28,11.0
13509.0,2011-03-30,2011-03-11,19.0
13509.0,2011-07-13,2011-03-30,105.0
13509.0,2011-09-01,2011-07-13,50.0
13509.0,2011-10-18,2011-09-01,47.0
13509.0,2011-12-01,2011-10-18,44.0
13510.0,2011-09-05,2011-06-09,88.0
13510.0,2011-10-25,2011-09-05,50.0
13510.0,2011-12-08,2011-10-25,44.0
13515.0,2011-07-14,2011-04-06,99.0
13515.0,2011-08-14,2011-07-14,31.0
13515.0,2011-09-28,2011-08-14,45.0
13516.0,2011-09-28,2011-04-15,166.0
13516.0,2011-11-18,2011-09-28,51.0
13517.0,2011-08-25,2011-06-13,73.0
13517.0,2011-10-11,2011-08-25,47.0
13520.0,2011-01-19,2010-12-03,47.0
13520.0,2011-03-25,2011-01-19,65.0
13520.0,2011-06-08,2011-03-25,75.0
13520.0,2011-07-25,2011-06-08,47.0
13520.0,2011-10-12,2011-07-25,79.0
13521.0,2011-12-04,2011-11-29,5.0
13521.0,2011-12-08,2011-12-04,4.0
13523.0,2011-05-24,2010-12-08,167.0
13523.0,2011-10-24,2011-05-24,153.0
13523.0,2011-11-06,2011-10-24,13.0
13524.0,2011-06-19,2011-05-04,46.0
13524.0,2011-08-30,2011-06-19,72.0
