CustomerID,订单数,购买商品数,总消费金额,平均订单行金额,平均客单价,首次购买日期,最近购买日期,客户分层
13860.0,5,591,1245.9,16.39,249.18,2011-09-14 09:27:00,2011-12-08 12:57:00,中价值客户
13862.0,8,1688,2209.36,15.89,276.17,2011-01-11 15:13:00,2011-11-21 16:24:00,中价值客户
13863.0,1,224,305.78,15.29,305.78,2011-04-06 10:20:00,2011-04-06 10:20:00,低价值客户
13865.0,4,204,501.56,16.72,125.39,2011-02-23 12:04:00,2011-10-12 13:31:00,低价值客户
13866.0,1,57,145.67,20.81,145.67,2011-09-26 14:54:00,2011-09-26 14:54:00,低价值客户
13867.0,3,513,1015.29,16.64,338.43,2011-05-05 17:28:00,2011-11-08 15:48:00,中价值客户
13868.0,2,1964,3192.54,96.74,1596.27,2011-11-01 12:45:00,2011-12-02 16:32:00,中价值客户
13869.0,4,1721,3104.95,10.11,776.24,2010-12-17 15:14:00,2011-08-08 13:53:00,中价值客户
13870.0,8,1325,2770.94,24.1,346.37,2011-02-25 09:09:00,2011-12-07 13:23:00,中价值客户
13871.0,13,2806,6403.25,19.06,492.56,2011-02-04 09:30:00,2011-11-17 10:49:00,高价值客户
13873.0,3,140,389.6,16.94,129.87,2011-02-03 09:37:00,2011-08-12 10:08:00,低价值客户
13874.0,1,180,540.45,30.03,540.45,2010-12-16 18:20:00,2010-12-16 18:20:00,低价值客户
13875.0,5,1316,1786.79,17.18,357.36,2011-02-11 15:39:00,2011-10-17 09:36:00,中价值客户
13876.0,1,36,122.7,17.53,122.7,2011-10-07 10:22:00,2011-10-07 10:22:00,低价值客户
13877.0,1,108,117.24,39.08,117.24,2011-09-14 15:49:00,2011-09-14 15:49:00,低价值客户
13878.0,1,475,1281.53,35.6,1281.53,2011-10-16 12:19:00,2011-10-16 12:19:00,中价值客户
13880.0,13,1842,3219.77,19.51,247.67,2010-12-07 14:00:00,2011-11-18 13:44:00,中价值客户
13881.0,20,10118,17159.52,96.4,857.98,2011-02-01 10:14:00,2011-12-06 12:50:00,高价值客户
13882.0,5,953,1191.13,18.33,238.23,2011-10-06 15:28:00,2011-12-07 11:16:00,中价值客户
13883.0,5,1436,2674.48,18.83,534.9,2011-03-31 17:17:00,2011-11-29 10:45:00,中价值客户
13884.0,5,300,787.6,13.35,157.52,2011-03-01 13:40:00,2011-12-02 16:30:00,中价值客户
13885.0,2,182,506.8,18.1,253.4,2011-05-23 08:52:00,2011-06-03 15:07:00,低价值客户
13886.0,1,126,243.56,15.22,243.56,2011-09-29 13:17:00,2011-09-29 13:17:00,低价值客户
13887.0,1,147,349.55,18.4,349.55,2011-05-19 17:22:00,2011-05-19 17:22:00,低价值客户
13888.0,2,258,605.63,15.14,302.81,2011-05-05 14:41:00,2011-08-12 10:13:00,低价值客户
13889.0,1,146,416.9,27.79,416.9,2011-09-08 09:13:00,2011-09-08 09:13:00,低价值客户
13890.0,10,831,1883.81,17.13,188.38,2010-12-16 09:31:00,2011-12-08 15:36:00,中价值客户
13892.0,4,983,632.97,23.44,158.24,2011-04-07 12:04:00,2011-11-13 11:50:00,低价值客户
13893.0,1,190,821.1,39.1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,中价值客户
13894.0,3,354,564.62,20.91,188.21,2011-02-02 12:54:00,2011-11-16 09:44:00,低价值客户
13895.0,4,1365,2593.07,21.98,648.27,2011-06-28 10:17:00,2011-11-11 16:57:00,中价值客户
13897.0,1,200,311.16,18.3,311.16,2011-10-20 14:30:00,2011-10-20 14:30:00,低价值客户
13898.0,1,133,155.93,12.99,155.93,2011-01-18 10:28:00,2011-01-18 10:28:00,低价值客户
13899.0,2,156,388.52,20.45,194.26,2011-03-10 09:30:00,2011-11-23 13:40:00,低价值客户
13900.0,3,430,740.95,17.23,246.98,2011-03-22 10:13:00,2011-06-09 19:26:00,中价值客户
13901.0,5,1739,2867.2,19.24,573.44,2011-01-25 09:01:00,2011-09-28 14:48:00,中价值客户
13904.0,2,332,332.64,12.79,166.32,2011-02-18 11:18:00,2011-11-02 13:41:00,低价值客户
13908.0,4,1478,2369.55,19.42,592.39,2011-03-08 12:04:00,2011-09-21 11:49:00,中价值客户
13911.0,9,2731,2580.91,17.44,286.77,2011-02-04 14:46:00,2011-10-13 15:43:00,中价值客户
13914.0,2,380,626.45,18.98,313.23,2011-11-03 16:28:00,2011-11-28 10:35:00,低价值客户
13917.0,2,228,272.04,15.11,136.02,2011-06-01 12:46:00,2011-10-21 09:56:00,低价值客户
13918.0,2,1140,1212.84,40.43,606.42,2011-03-31 18:05:00,2011-10-21 12:25:00,中价值客户
13919.0,2,474,384.81,13.74,192.41,2011-08-10 10:15:00,2011-10-11 14:24:00,低价值客户
13922.0,1,93,172.25,24.61,172.25,2010-12-23 10:38:00,2010-12-23 10:38:00,低价值客户
13923.0,1,185,351.13,17.56,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,低价值客户
13924.0,6,1575,1838.85,15.72,306.48,2011-09-28 15:07:00,2011-12-08 09:39:00,中价值客户
13925.0,4,331,678.25,16.54,169.56,2011-07-28 12:09:00,2011-09-08 12:47:00,中价值客户
13926.0,1,104,223.85,20.35,223.85,2011-11-16 13:16:00,2011-11-16 13:16:00,低价值客户
13927.0,1,214,348.99,16.62,348.99,2011-09-26 12:00:00,2011-09-26 12:00:00,低价值客户
13928.0,4,129,464.57,17.21,116.14,2011-07-29 15:59:00,2011-11-29 10:33:00,低价值客户
13929.0,2,143,842.65,93.63,421.32,2011-01-17 15:11:00,2011-06-23 15:26:00,中价值客户
13930.0,2,274,337.34,19.84,168.67,2011-07-26 11:00:00,2011-10-13 09:45:00,低价值客户
13931.0,2,725,1237.53,21.34,618.76,2011-03-04 08:43:00,2011-09-05 10:12:00,中价值客户
13932.0,1,72,307.4,19.21,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,低价值客户
13933.0,2,205,608.79,26.47,304.4,2011-07-14 13:35:00,2011-08-22 14:03:00,低价值客户
13934.0,1,390,922.1,29.75,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,中价值客户
13936.0,1,330,376.58,14.48,376.58,2011-06-13 08:47:00,2011-06-13 08:47:00,低价值客户
13937.0,1,123,158.85,17.65,158.85,2011-06-23 16:35:00,2011-06-23 16:35:00,低价值客户
13938.0,1,70,71.66,10.24,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,低价值客户
13939.0,3,847,568.55,12.63,189.52,2011-02-01 11:30:00,2011-11-16 13:33:00,低价值客户
13940.0,4,516,839.14,17.13,209.78,2011-07-18 16:05:00,2011-11-22 15:15:00,中价值客户
13941.0,5,2364,5112.96,113.62,1022.59,2010-12-02 10:17:00,2011-11-18 09:43:00,高价值客户
13946.0,3,443,561.57,51.05,187.19,2011-03-17 10:02:00,2011-09-21 13:33:00,低价值客户
13947.0,1,44,90.6,18.12,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,低价值客户
13948.0,1,40,102.0,34.0,102.0,2010-12-14 10:18:00,2010-12-14 10:18:00,低价值客户
13949.0,6,2474,2427.32,15.17,404.55,2011-09-06 11:55:00,2011-12-07 09:35:00,中价值客户
13950.0,4,323,745.06,21.29,186.26,2011-04-07 11:29:00,2011-11-28 14:44:00,中价值客户
13951.0,3,459,674.45,17.29,224.82,2011-02-18 15:21:00,2011-06-16 16:43:00,中价值客户
13952.0,2,1431,3251.07,23.73,1625.54,2011-04-15 09:27:00,2011-05-06 09:00:00,中价值客户
13953.0,7,2724,3515.68,175.78,502.24,2010-12-22 10:29:00,2011-12-02 16:04:00,中价值客户
13954.0,2,150,439.92,17.6,219.96,2011-09-30 10:52:00,2011-12-08 12:50:00,低价值客户
13955.0,2,154,322.96,9.79,161.48,2011-02-07 12:24:00,2011-07-08 17:19:00,低价值客户
13956.0,5,491,1026.42,6.75,205.28,2011-03-13 12:51:00,2011-12-04 13:20:00,中价值客户
13959.0,3,357,598.2,6.5,199.4,2010-12-12 13:56:00,2011-09-21 15:06:00,低价值客户
13960.0,2,142,230.22,19.18,115.11,2011-09-29 12:39:00,2011-11-18 15:27:00,低价值客户
13962.0,2,87,169.55,15.41,84.78,2011-04-08 11:21:00,2011-11-18 08:47:00,低价值客户
13963.0,4,460,664.54,18.99,166.13,2010-12-07 09:21:00,2011-02-04 14:43:00,低价值客户
13967.0,1,42,80.7,40.35,80.7,2011-07-17 12:02:00,2011-07-17 12:02:00,低价值客户
13969.0,18,4542,9053.94,14.46,503.0,2010-12-09 19:32:00,2011-12-02 15:11:00,高价值客户
13971.0,8,1844,2758.26,18.51,344.78,2011-02-27 12:27:00,2011-11-21 12:06:00,中价值客户
13972.0,2,187,190.25,12.68,95.13,2011-05-22 11:34:00,2011-09-30 11:54:00,低价值客户
13973.0,1,109,264.7,24.06,264.7,2011-02-25 15:21:00,2011-02-25 15:21:00,低价值客户
13974.0,1,249,413.59,14.77,413.59,2011-10-21 14:41:00,2011-10-21 14:41:00,低价值客户
13975.0,6,1732,2526.28,7.47,421.05,2011-03-08 12:19:00,2011-11-08 13:19:00,中价值客户
13976.0,1,154,357.98,35.8,357.98,2011-05-17 09:13:00,2011-05-17 09:13:00,低价值客户
13978.0,2,315,196.79,13.12,98.4,2011-10-25 15:04:00,2011-11-25 11:36:00,低价值客户
13979.0,1,639,869.87,16.11,869.87,2011-09-27 13:32:00,2011-09-27 13:32:00,中价值客户
13980.0,1,172,200.14,18.19,200.14,2011-10-10 13:34:00,2011-10-10 13:34:00,低价值客户
13982.0,4,1136,1871.81,16.86,467.95,2010-12-09 13:57:00,2011-10-31 16:24:00,中价值客户
13983.0,12,1183,2603.43,24.33,216.95,2010-12-08 10:38:00,2011-11-10 11:06:00,中价值客户
13984.0,5,679,920.51,57.53,184.1,2010-12-08 15:58:00,2011-11-13 12:38:00,中价值客户
13985.0,15,3445,7060.13,20.23,470.68,2011-03-20 13:48:00,2011-12-05 17:06:00,高价值客户
13986.0,1,430,320.46,24.65,320.46,2011-11-22 15:00:00,2011-11-22 15:00:00,低价值客户
13988.0,6,3044,4147.96,17.73,691.33,2011-03-30 11:48:00,2011-11-20 10:15:00,高价值客户
13989.0,2,1313,1266.08,30.88,633.04,2011-04-14 15:39:00,2011-10-05 09:47:00,中价值客户
13990.0,1,190,311.3,19.46,311.3,2011-05-10 15:19:00,2011-05-10 15:19:00,低价值客户
13991.0,6,998,855.97,10.19,142.66,2011-07-19 12:58:00,2011-11-27 16:18:00,中价值客户
13992.0,1,64,76.8,15.36,76.8,2011-11-09 15:23:00,2011-11-09 15:23:00,低价值客户
13993.0,9,900,3466.36,28.65,385.15,2011-01-13 10:43:00,2011-10-28 09:06:00,中价值客户
13994.0,6,940,2313.14,14.92,385.52,2011-07-14 18:28:00,2011-12-06 11:05:00,中价值客户
13995.0,5,879,1393.69,16.21,278.74,2011-04-08 08:20:00,2011-11-24 14:22:00,中价值客户
13999.0,12,2243,3901.81,18.76,325.15,2010-12-13 11:23:00,2011-11-29 13:40:00,高价值客户
14000.0,1,710,635.66,42.38,635.66,2011-05-12 16:50:00,2011-05-12 16:50:00,低价值客户
14001.0,3,962,2043.08,52.39,681.03,2010-12-01 12:58:00,2011-10-25 10:31:00,中价值客户
14002.0,2,877,529.73,11.27,264.87,2011-07-06 14:59:00,2011-07-28 15:55:00,低价值客户
14004.0,7,2668,4582.64,26.8,654.66,2011-02-24 09:28:00,2011-10-27 14:40:00,高价值客户
14005.0,5,2478,2874.72,34.22,574.94,2011-05-08 10:33:00,2011-11-30 12:41:00,中价值客户
14006.0,3,641,962.19,32.07,320.73,2011-01-31 15:11:00,2011-08-16 09:39:00,中价值客户
14009.0,2,365,695.61,16.56,347.81,2011-05-18 13:00:00,2011-05-25 15:47:00,中价值客户
14012.0,1,160,328.8,29.89,328.8,2011-03-07 12:26:00,2011-03-07 12:26:00,低价值客户
14013.0,3,462,473.02,13.91,157.67,2011-03-09 08:59:00,2011-08-21 15:01:00,低价值客户
14014.0,1,1076,505.18,12.95,505.18,2011-09-23 13:18:00,2011-09-23 13:18:00,低价值客户
14015.0,1,378,917.34,45.87,917.34,2011-10-18 10:02:00,2011-10-18 10:02:00,中价值客户
14016.0,4,2125,4341.21,26.96,1085.3,2010-12-17 14:21:00,2011-07-01 11:29:00,高价值客户
14019.0,3,1037,1421.61,21.54,473.87,2011-07-24 15:39:00,2011-10-24 10:13:00,中价值客户
14020.0,2,441,642.8,16.48,321.4,2011-09-12 15:32:00,2011-11-23 09:22:00,低价值客户
14021.0,3,192,631.9,28.72,210.63,2011-03-28 15:10:00,2011-07-07 15:46:00,低价值客户
14022.0,1,487,440.0,15.71,440.0,2011-04-28 14:39:00,2011-04-28 14:39:00,低价值客户
14023.0,2,345,584.07,18.84,292.04,2011-04-03 15:50:00,2011-12-02 13:58:00,低价值客户
14024.0,2,150,327.7,20.48,163.85,2011-08-07 13:31:00,2011-08-10 11:30:00,低价值客户
14027.0,1,62,104.82,17.47,104.82,2011-10-10 09:01:00,2011-10-10 09:01:00,低价值客户
14029.0,2,198,467.66,31.18,233.83,2011-07-18 16:57:00,2011-10-07 14:46:00,低价值客户
14030.0,8,1479,2360.09,9.71,295.01,2010-12-08 16:11:00,2011-11-21 16:48:00,中价值客户
14031.0,19,5788,17286.86,69.15,909.83,2010-12-02 16:34:00,2011-12-02 17:13:00,高价值客户
14032.0,11,2032,2975.59,20.81,270.51,2010-12-08 10:53:00,2011-12-07 15:23:00,中价值客户
14034.0,3,423,651.82,7.32,217.27,2011-07-05 13:06:00,2011-11-17 14:02:00,低价值客户
14035.0,5,739,1428.02,21.64,285.6,2011-02-15 12:48:00,2011-11-11 10:03:00,中价值客户
14036.0,1,268,626.65,16.49,626.65,2011-02-28 09:26:00,2011-02-28 09:26:00,低价值客户
14037.0,2,46,147.2,5.26,73.6,2010-12-10 11:39:00,2011-06-16 13:57:00,低价值客户
14038.0,3,965,1560.38,16.96,520.13,2011-05-16 14:05:00,2011-09-22 13:37:00,中价值客户
14039.0,1,92,152.2,25.37,152.2,2011-11-06 13:48:00,2011-11-06 13:48:00,低价值客户
14040.0,12,1554,3614.92,15.38,301.24,2011-01-12 14:57:00,2011-10-30 12:42:00,中价值客户
14041.0,1,94,141.41,6.73,141.41,2011-03-18 13:25:00,2011-03-18 13:25:00,低价值客户
14044.0,4,308,652.82,3.12,163.21,2011-02-03 11:39:00,2011-11-13 12:05:00,低价值客户
14045.0,4,535,1659.75,276.63,414.94,2010-12-01 11:32:00,2011-08-22 15:27:00,中价值客户
14046.0,1,460,154.99,11.07,154.99,2011-02-28 14:48:00,2011-02-28 14:48:00,低价值客户
14047.0,5,381,1308.61,40.89,261.72,2010-12-02 10:09:00,2011-12-01 11:43:00,中价值客户
14048.0,1,288,409.93,4.82,409.93,2011-02-07 14:53:00,2011-02-07 14:53:00,低价值客户
14049.0,4,3870,5681.72,11.64,1420.43,2011-01-26 11:27:00,2011-11-23 12:20:00,高价值客户
14050.0,2,689,746.36,13.82,373.18,2011-08-25 13:46:00,2011-11-08 10:00:00,中价值客户
14051.0,23,3756,15610.39,74.34,678.71,2010-12-08 12:49:00,2011-12-09 10:20:00,高价值客户
14052.0,1,89,225.36,4.02,225.36,2011-11-20 12:30:00,2011-11-20 12:30:00,低价值客户
14053.0,2,215,260.25,65.06,130.13,2011-07-03 12:21:00,2011-08-07 14:27:00,低价值客户
14054.0,1,62,92.46,15.41,92.46,2011-10-05 15:49:00,2011-10-05 15:49:00,低价值客户
14055.0,1,216,725.64,72.56,725.64,2011-08-25 15:04:00,2011-08-25 15:04:00,中价值客户
14056.0,23,4273,8214.65,7.43,357.16,2011-02-28 15:19:00,2011-12-08 13:36:00,高价值客户
14057.0,17,4876,6217.96,21.89,365.76,2010-12-14 12:11:00,2011-11-16 10:32:00,高价值客户
14059.0,1,128,183.6,22.95,183.6,2011-03-18 10:06:00,2011-03-18 10:06:00,低价值客户
14060.0,19,5386,6140.42,30.4,323.18,2010-12-02 12:11:00,2011-12-05 12:29:00,高价值客户
14062.0,12,5593,10464.85,94.28,872.07,2010-12-10 15:56:00,2011-11-30 10:04:00,高价值客户
14064.0,5,1788,1353.74,16.92,270.75,2011-03-10 12:59:00,2011-11-10 13:14:00,中价值客户
14066.0,1,45,152.55,21.79,152.55,2011-03-18 12:21:00,2011-03-18 12:21:00,低价值客户
14067.0,2,361,374.7,7.21,187.35,2011-09-04 12:00:00,2011-10-07 10:21:00,低价值客户
14068.0,1,73,265.85,11.08,265.85,2011-01-23 16:02:00,2011-01-23 16:02:00,低价值客户
14071.0,8,995,1438.82,4.44,179.85,2011-03-20 11:33:00,2011-12-06 12:27:00,中价值客户
14073.0,1,130,151.04,11.62,151.04,2011-11-07 15:49:00,2011-11-07 15:49:00,低价值客户
14075.0,3,754,942.26,21.91,314.09,2011-03-23 16:35:00,2011-12-05 08:38:00,中价值客户
14076.0,1,81,122.47,2.66,122.47,2011-08-02 15:19:00,2011-08-02 15:19:00,低价值客户
14077.0,5,268,499.42,11.89,99.88,2011-03-10 15:52:00,2011-10-30 12:35:00,低价值客户
14078.0,6,310,1049.37,16.14,174.89,2010-12-01 12:54:00,2011-08-30 12:16:00,中价值客户
14079.0,1,301,375.1,31.26,375.1,2011-08-07 12:10:00,2011-08-07 12:10:00,低价值客户
14080.0,1,48,45.6,11.4,45.6,2011-11-07 11:09:00,2011-11-07 11:09:00,低价值客户
14081.0,2,596,934.52,6.11,467.26,2010-12-05 15:47:00,2011-02-10 16:17:00,中价值客户
14082.0,1,110,182.25,6.28,182.25,2010-12-10 11:02:00,2010-12-10 11:02:00,低价值客户
14083.0,9,732,1018.43,5.63,113.16,2010-12-03 12:24:00,2011-12-05 13:14:00,中价值客户
14085.0,18,3184,4448.54,9.89,247.14,2010-12-06 12:39:00,2011-12-07 13:46:00,高价值客户
14087.0,1,251,194.42,2.82,194.42,2011-12-07 12:41:00,2011-12-07 12:41:00,低价值客户
14088.0,13,12665,50491.81,85.72,3883.99,2011-01-21 13:07:00,2011-11-29 16:16:00,高价值客户
14089.0,1,134,161.0,11.5,161.0,2011-10-14 10:38:00,2011-10-14 10:38:00,低价值客户
14090.0,1,72,76.32,76.32,76.32,2011-01-19 10:51:00,2011-01-19 10:51:00,低价值客户
14092.0,14,2066,4076.91,19.05,291.21,2010-12-16 15:47:00,2011-12-02 12:13:00,高价值客户
14093.0,1,406,442.85,4.22,442.85,2011-11-27 16:27:00,2011-11-27 16:27:00,低价值客户
14096.0,17,16352,65164.79,12.75,3833.22,2011-08-30 10:49:00,2011-12-05 17:17:00,高价值客户
14098.0,1,104,147.35,7.02,147.35,2011-11-03 10:13:00,2011-11-03 10:13:00,低价值客户
14099.0,11,2179,3104.17,12.42,282.2,2010-12-20 11:14:00,2011-11-23 13:53:00,中价值客户
14100.0,1,64,194.9,7.5,194.9,2011-07-25 11:01:00,2011-07-25 11:01:00,低价值客户
14101.0,6,6942,5976.79,170.77,996.13,2011-01-17 13:09:00,2011-09-27 12:28:00,高价值客户
14102.0,5,961,1360.28,17.22,272.06,2011-10-26 12:46:00,2011-12-04 15:38:00,中价值客户
14104.0,2,72,216.21,10.3,108.11,2011-06-27 12:49:00,2011-07-08 12:50:00,低价值客户
14105.0,1,800,1266.23,17.11,1266.23,2011-04-14 17:58:00,2011-04-14 17:58:00,中价值客户
14107.0,7,1793,2703.23,21.98,386.18,2010-12-10 13:29:00,2011-10-19 12:12:00,中价值客户
14108.0,2,381,597.91,17.59,298.95,2011-08-30 11:32:00,2011-11-09 10:41:00,低价值客户
14109.0,1,88,144.2,16.02,144.2,2011-09-28 10:18:00,2011-09-28 10:18:00,低价值客户
14110.0,12,2445,5683.15,36.67,473.6,2011-03-18 09:59:00,2011-12-06 12:26:00,高价值客户
14111.0,4,458,692.85,69.28,173.21,2011-04-12 11:36:00,2011-11-25 13:44:00,中价值客户
14112.0,7,1651,2915.15,18.22,416.45,2011-03-09 11:28:00,2011-11-17 12:30:00,中价值客户
14113.0,4,745,1840.42,54.13,460.11,2010-12-20 12:14:00,2011-12-06 12:18:00,中价值客户
14114.0,2,101,386.53,25.77,193.26,2011-01-13 11:05:00,2011-03-11 09:42:00,低价值客户
14116.0,5,707,1382.74,19.2,276.55,2011-08-10 12:44:00,2011-11-20 10:29:00,中价值客户
14117.0,1,72,90.0,30.0,90.0,2011-07-19 09:49:00,2011-07-19 09:49:00,低价值客户
14121.0,4,2082,2780.15,17.49,695.04,2011-10-11 10:39:00,2011-12-06 12:19:00,中价值客户
14124.0,1,1618,419.58,83.92,419.58,2011-09-16 13:32:00,2011-09-16 13:32:00,低价值客户
14125.0,3,1640,2740.43,16.41,913.48,2011-09-22 15:40:00,2011-11-29 12:47:00,中价值客户
14126.0,3,508,706.13,47.08,235.38,2011-11-29 12:21:00,2011-12-02 11:45:00,中价值客户
14127.0,3,321,709.71,16.13,236.57,2011-02-02 12:26:00,2011-08-09 10:49:00,中价值客户
14128.0,2,564,637.5,13.86,318.75,2011-03-29 10:49:00,2011-10-10 12:00:00,低价值客户
14129.0,5,592,1123.86,21.61,224.77,2011-03-24 08:44:00,2011-12-08 11:02:00,中价值客户
14130.0,1,258,483.86,7.22,483.86,2011-01-24 16:05:00,2011-01-24 16:05:00,低价值客户
14132.0,11,3368,3586.03,17.93,326.0,2011-06-09 12:04:00,2011-12-07 13:35:00,中价值客户
14133.0,3,348,605.64,21.63,201.88,2011-01-28 11:27:00,2011-08-02 11:34:00,低价值客户
14135.0,15,3850,4690.31,35.0,312.69,2010-12-02 10:27:00,2011-12-08 11:38:00,高价值客户
14138.0,2,610,982.38,20.9,491.19,2011-10-07 09:38:00,2011-12-08 12:44:00,中价值客户
14139.0,1,510,415.82,15.99,415.82,2011-10-24 13:34:00,2011-10-24 13:34:00,低价值客户
14140.0,2,811,935.05,14.17,467.52,2011-11-08 11:20:00,2011-12-06 09:05:00,中价值客户
14141.0,4,355,915.13,22.88,228.78,2011-08-26 14:40:00,2011-12-07 09:53:00,中价值客户
14142.0,1,313,311.81,14.17,311.81,2010-12-01 16:33:00,2010-12-01 16:33:00,低价值客户
14143.0,1,30,115.8,16.54,115.8,2011-07-29 09:48:00,2011-07-29 09:48:00,低价值客户
14145.0,4,756,3742.2,340.2,935.55,2011-05-06 13:01:00,2011-10-24 12:10:00,高价值客户
14146.0,5,2437,4191.0,19.96,838.2,2010-12-17 15:52:00,2011-12-01 10:18:00,高价值客户
14147.0,2,108,483.4,96.68,241.7,2011-02-27 11:42:00,2011-09-22 18:10:00,低价值客户
14148.0,1,16,157.2,52.4,157.2,2011-04-20 12:02:00,2011-04-20 12:02:00,低价值客户
14149.0,1,218,446.62,15.95,446.62,2011-05-03 09:44:00,2011-05-03 09:44:00,低价值客户
14150.0,2,496,658.64,25.33,329.32,2010-12-15 10:04:00,2011-11-04 10:05:00,低价值客户
14152.0,2,711,621.29,12.68,310.64,2011-04-19 15:46:00,2011-09-25 12:54:00,低价值客户
14154.0,2,465,1345.62,25.88,672.81,2011-04-14 15:58:00,2011-04-14 16:26:00,中价值客户
14155.0,1,25,118.75,19.79,118.75,2011-03-18 14:13:00,2011-03-18 14:13:00,低价值客户
14156.0,55,57885,117379.63,83.84,2134.18,2010-12-03 11:48:00,2011-11-30 10:54:00,高价值客户
14157.0,2,284,432.88,9.02,216.44,2011-02-27 13:04:00,2011-11-20 11:32:00,低价值客户
14158.0,1,781,507.66,12.38,507.66,2011-10-30 15:08:00,2011-10-30 15:08:00,低价值客户
14159.0,11,4408,4693.01,3.9,426.64,2010-12-12 11:17:00,2011-11-20 12:36:00,高价值客户
14161.0,3,455,1110.52,10.28,370.17,2010-12-05 13:18:00,2011-05-08 11:41:00,中价值客户
14162.0,2,142,289.36,11.57,144.68,2011-02-20 12:32:00,2011-06-19 11:36:00,低价值客户
14163.0,4,893,2445.91,47.04,611.48,2011-04-14 17:33:00,2011-09-13 15:18:00,中价值客户
14164.0,2,1033,1631.77,56.27,815.88,2011-09-20 12:18:00,2011-09-30 12:24:00,中价值客户
14165.0,1,54,122.54,4.9,122.54,2011-03-09 12:39:00,2011-03-09 12:39:00,低价值客户
14167.0,4,150,574.84,11.05,143.71,2011-01-12 15:44:00,2011-10-31 14:29:00,低价值客户
14171.0,1,167,363.79,6.27,363.79,2011-09-02 16:43:00,2011-09-02 16:43:00,低价值客户
14173.0,4,150,450.84,15.55,112.71,2011-05-04 14:03:00,2011-11-29 11:54:00,低价值客户
14174.0,1,94,134.46,5.17,134.46,2011-11-06 13:17:00,2011-11-06 13:17:00,低价值客户
14175.0,3,1515,3222.3,21.63,1074.1,2011-01-14 12:22:00,2011-10-11 11:55:00,中价值客户
14176.0,4,209,576.9,18.61,144.22,2010-12-07 11:45:00,2011-02-15 13:12:00,低价值客户
14177.0,4,205,559.41,13.32,139.85,2011-06-13 11:10:00,2011-09-14 15:11:00,低价值客户
14178.0,7,1505,1620.93,4.96,231.56,2011-06-10 12:51:00,2011-12-01 12:01:00,中价值客户
14179.0,2,330,719.78,4.36,359.89,2011-10-18 14:00:00,2011-10-30 12:07:00,中价值客户
14180.0,25,719,4748.52,19.79,189.94,2010-12-02 13:08:00,2011-11-29 10:56:00,高价值客户
14184.0,1,127,452.89,18.87,452.89,2011-10-04 12:43:00,2011-10-04 12:43:00,低价值客户
14185.0,1,6,197.65,65.88,197.65,2011-01-12 13:52:00,2011-01-12 13:52:00,低价值客户
14188.0,6,1162,2054.36,31.61,342.39,2011-02-02 13:46:00,2011-11-09 12:45:00,中价值客户
14189.0,15,3937,4654.08,17.56,310.27,2010-12-06 11:42:00,2011-12-07 15:55:00,高价值客户
14191.0,13,3662,4684.76,18.09,360.37,2011-05-03 10:30:00,2011-12-08 09:23:00,高价值客户
14193.0,2,445,853.39,20.32,426.69,2011-03-15 11:38:00,2011-10-03 09:34:00,中价值客户
14194.0,21,5840,11349.52,19.6,540.45,2011-02-04 14:51:00,2011-12-05 10:38:00,高价值客户
14195.0,2,760,1012.0,144.57,506.0,2011-04-01 16:50:00,2011-05-22 10:29:00,中价值客户
14196.0,1,142,335.52,55.92,335.52,2011-08-25 10:25:00,2011-08-25 10:25:00,低价值客户
14198.0,4,290,701.4,17.98,175.35,2011-04-14 14:54:00,2011-11-21 16:35:00,中价值客户
14199.0,1,28,185.4,92.7,185.4,2011-05-05 13:44:00,2011-05-05 13:44:00,低价值客户
14201.0,7,590,747.44,20.2,106.78,2010-12-15 13:25:00,2011-10-10 13:27:00,中价值客户
14204.0,1,82,161.03,3.66,161.03,2011-12-07 13:38:00,2011-12-07 13:38:00,低价值客户
14205.0,2,204,466.7,19.45,233.35,2011-03-20 15:07:00,2011-11-23 10:55:00,低价值客户
14206.0,1,276,328.16,16.41,328.16,2011-04-14 16:38:00,2011-04-14 16:38:00,低价值客户
14208.0,1,114,151.74,15.17,151.74,2011-09-06 12:48:00,2011-09-06 12:48:00,低价值客户
14209.0,6,691,2073.43,23.83,345.57,2011-01-11 12:56:00,2011-11-29 10:18:00,中价值客户
14210.0,6,760,1905.84,18.68,317.64,2010-12-03 12:43:00,2011-08-26 12:36:00,中价值客户
14211.0,9,1242,2241.1,20.01,249.01,2011-02-17 15:50:00,2011-10-17 13:23:00,中价值客户
14212.0,1,1152,1070.48,118.94,1070.48,2011-09-11 12:45:00,2011-09-11 12:45:00,中价值客户
14214.0,5,751,1004.38,14.99,200.88,2011-03-07 12:26:00,2011-11-09 10:31:00,中价值客户
14215.0,6,1358,1789.72,16.57,298.29,2010-12-06 15:34:00,2011-11-28 12:19:00,中价值客户
14216.0,4,594,1839.3,31.17,459.82,2011-11-02 10:51:00,2011-12-06 14:56:00,中价值客户
14217.0,17,689,2004.98,20.05,117.94,2010-12-08 13:28:00,2011-12-08 11:53:00,中价值客户
