CustomerID,本次购买日期,距今天数
13697.0,2011-11-01,38
13699.0,2011-07-07,155
13700.0,2011-11-13,26
13703.0,2011-01-25,318
13704.0,2011-12-04,5
13705.0,2011-12-02,7
13706.0,2011-02-10,302
13707.0,2011-03-17,267
13708.0,2011-03-13,271
13709.0,2011-12-06,3
13710.0,2011-11-08,31
13711.0,2011-05-05,218
13712.0,2011-04-07,246
13715.0,2011-03-03,281
13716.0,2011-03-15,269
13717.0,2011-11-07,32
13718.0,2011-04-07,246
13719.0,2011-11-24,15
13720.0,2011-08-15,116
13721.0,2011-11-03,36
13722.0,2011-07-31,131
13723.0,2011-05-06,217
13725.0,2011-10-21,49
13726.0,2011-11-01,38
13727.0,2011-11-11,28
13728.0,2011-11-03,36
13730.0,2011-07-27,135
13731.0,2011-05-04,219
13732.0,2011-11-11,28
13735.0,2011-11-15,24
13736.0,2011-12-04,5
13737.0,2011-05-23,200
13739.0,2011-11-21,18
13740.0,2011-04-13,240
13741.0,2011-09-29,71
13742.0,2011-11-23,16
13743.0,2011-12-07,2
13744.0,2011-09-05,95
13745.0,2011-06-30,162
13747.0,2010-12-01,373
13748.0,2011-09-05,95
13750.0,2011-10-17,53
13751.0,2011-02-24,288
13752.0,2011-08-07,124
13753.0,2011-02-25,287
13754.0,2011-07-11,151
13755.0,2011-12-06,3
13756.0,2011-12-07,2
13758.0,2011-11-28,11
13759.0,2011-11-06,33
13760.0,2011-10-16,54
13761.0,2011-10-20,50
13762.0,2011-05-05,218
13763.0,2011-10-07,63
13764.0,2011-09-30,70
13767.0,2011-12-07,2
13769.0,2011-12-07,2
13771.0,2011-10-06,64
13772.0,2011-11-06,33
13774.0,2011-09-19,81
13777.0,2011-12-09,0
13778.0,2011-08-28,103
13780.0,2011-12-02,7
13781.0,2011-04-03,250
13782.0,2011-11-27,12
13784.0,2011-11-30,9
13786.0,2010-12-07,367
13787.0,2011-09-25,75
13790.0,2011-12-05,4
13791.0,2011-08-04,127
13792.0,2011-10-04,66
13798.0,2011-12-08,1
13799.0,2011-08-15,116
13800.0,2011-02-03,309
13801.0,2011-10-04,66
13802.0,2011-07-24,138
13803.0,2011-03-29,255
13804.0,2011-11-09,30
13805.0,2011-10-18,52
13806.0,2011-10-07,63
13807.0,2010-12-07,367
13808.0,2011-12-04,5
13809.0,2011-02-07,305
13810.0,2011-11-11,28
13811.0,2011-06-09,183
13812.0,2011-10-28,42
13813.0,2011-10-31,39
13814.0,2011-09-08,92
13815.0,2011-11-17,22
13816.0,2011-11-16,23
13817.0,2011-11-10,29
13819.0,2011-02-11,301
13821.0,2011-07-18,144
13822.0,2011-12-04,5
13823.0,2011-11-21,18
13824.0,2011-11-07,32
13826.0,2011-06-16,176
13827.0,2011-10-13,57
13828.0,2011-11-17,22
13831.0,2011-11-23,16
13832.0,2011-11-20,19
13833.0,2011-07-03,159
13835.0,2011-11-14,25
13837.0,2011-05-12,211
13838.0,2011-12-04,5
13841.0,2011-04-01,252
13842.0,2011-10-12,58
13844.0,2011-11-28,11
13845.0,2011-10-06,64
13846.0,2011-11-15,24
13848.0,2011-09-08,92
13849.0,2011-10-19,51
13850.0,2011-08-02,129
13851.0,2011-09-05,95
13853.0,2011-10-13,57
13854.0,2011-12-01,8
13856.0,2011-06-24,168
13858.0,2011-10-13,57
13859.0,2011-01-17,326
13860.0,2011-12-08,1
13862.0,2011-11-21,18
13863.0,2011-04-06,247
13865.0,2011-10-12,58
13866.0,2011-09-26,74
13867.0,2011-11-08,31
13868.0,2011-12-02,7
13869.0,2011-08-08,123
13870.0,2011-12-07,2
13871.0,2011-11-17,22
13873.0,2011-08-12,119
13874.0,2010-12-16,358
13875.0,2011-10-17,53
13876.0,2011-10-07,63
13877.0,2011-09-14,86
13878.0,2011-10-16,54
13880.0,2011-11-18,21
13881.0,2011-12-06,3
13882.0,2011-12-07,2
13883.0,2011-11-29,10
13884.0,2011-12-02,7
13885.0,2011-06-03,189
13886.0,2011-09-29,71
13887.0,2011-05-19,204
13888.0,2011-08-12,119
13889.0,2011-09-08,92
13890.0,2011-12-08,1
13892.0,2011-11-13,26
13893.0,2011-02-15,297
13894.0,2011-11-16,23
13895.0,2011-11-11,28
13897.0,2011-10-20,50
13898.0,2011-01-18,325
13899.0,2011-11-23,16
13900.0,2011-06-09,183
13901.0,2011-09-28,72
13904.0,2011-11-02,37
13908.0,2011-09-21,79
13911.0,2011-10-13,57
13914.0,2011-11-28,11
13917.0,2011-10-21,49
13918.0,2011-10-21,49
13919.0,2011-10-11,59
13922.0,2010-12-23,351
13923.0,2011-10-17,53
13924.0,2011-12-08,1
13925.0,2011-09-08,92
13926.0,2011-11-16,23
13927.0,2011-09-26,74
13928.0,2011-11-29,10
13929.0,2011-06-23,169
13930.0,2011-10-13,57
13931.0,2011-09-05,95
13932.0,2011-02-18,294
13933.0,2011-08-22,109
13934.0,2011-03-21,263
13936.0,2011-06-13,179
13937.0,2011-06-23,169
13938.0,2011-11-04,35
13939.0,2011-11-16,23
13940.0,2011-11-22,17
13941.0,2011-11-18,21
13946.0,2011-09-21,79
13947.0,2011-10-05,65
13948.0,2010-12-14,360
13949.0,2011-12-07,2
13950.0,2011-11-28,11
13951.0,2011-06-16,176
13952.0,2011-05-06,217
13953.0,2011-12-02,7
13954.0,2011-12-08,1
13955.0,2011-07-08,154
13956.0,2011-12-04,5
13959.0,2011-09-21,79
13960.0,2011-11-18,21
13962.0,2011-11-18,21
13963.0,2011-02-04,308
13967.0,2011-07-17,145
13969.0,2011-12-02,7
13971.0,2011-11-21,18
13972.0,2011-09-30,70
13973.0,2011-02-25,287
13974.0,2011-10-21,49
13975.0,2011-11-08,31
13976.0,2011-05-17,206
13978.0,2011-11-25,14
13979.0,2011-09-27,73
13980.0,2011-10-10,60
13982.0,2011-10-31,39
13983.0,2011-11-10,29
13984.0,2011-11-13,26
13985.0,2011-12-05,4
13986.0,2011-11-22,17
13988.0,2011-11-20,19
13989.0,2011-10-05,65
13990.0,2011-05-10,213
13991.0,2011-11-27,12
13992.0,2011-11-09,30
13993.0,2011-10-28,42
13994.0,2011-12-06,3
13995.0,2011-11-24,15
13999.0,2011-11-29,10
14000.0,2011-05-12,211
14001.0,2011-10-25,45
14002.0,2011-07-28,134
14004.0,2011-10-27,43
14005.0,2011-11-30,9
14006.0,2011-08-16,115
14009.0,2011-05-25,198
14012.0,2011-03-07,277
14013.0,2011-08-21,110
14014.0,2011-09-23,77
14015.0,2011-10-18,52
14016.0,2011-07-01,161
14019.0,2011-10-24,46
14020.0,2011-11-23,16
14021.0,2011-07-07,155
14022.0,2011-04-28,225
14023.0,2011-12-02,7
14024.0,2011-08-10,121
14027.0,2011-10-10,60
14029.0,2011-10-07,63
14030.0,2011-11-21,18
14031.0,2011-12-02,7
14032.0,2011-12-07,2
14034.0,2011-11-17,22
14035.0,2011-11-11,28
14036.0,2011-02-28,284
14037.0,2011-06-16,176
14038.0,2011-09-22,78
14039.0,2011-11-06,33
14040.0,2011-10-30,40
14041.0,2011-03-18,266
14044.0,2011-11-13,26
14045.0,2011-08-22,109
14046.0,2011-02-28,284
14047.0,2011-12-01,8
14048.0,2011-02-07,305
14049.0,2011-11-23,16
14050.0,2011-11-08,31
14051.0,2011-12-09,0
14052.0,2011-11-20,19
14053.0,2011-08-07,124
14054.0,2011-10-05,65
14055.0,2011-08-25,106
14056.0,2011-12-08,1
14057.0,2011-11-16,23
14059.0,2011-03-18,266
14060.0,2011-12-05,4
14062.0,2011-11-30,9
14064.0,2011-11-10,29
14066.0,2011-03-18,266
14067.0,2011-10-07,63
14068.0,2011-01-23,320
14071.0,2011-12-06,3
14073.0,2011-11-07,32
14075.0,2011-12-05,4
14076.0,2011-08-02,129
14077.0,2011-10-30,40
14078.0,2011-08-30,101
14079.0,2011-08-07,124
14080.0,2011-11-07,32
14081.0,2011-02-10,302
14082.0,2010-12-10,364
14083.0,2011-12-05,4
14085.0,2011-12-07,2
14087.0,2011-12-07,2
14088.0,2011-11-29,10
14089.0,2011-10-14,56
14090.0,2011-01-19,324
14092.0,2011-12-02,7
14093.0,2011-11-27,12
14096.0,2011-12-05,4
14098.0,2011-11-03,36
14099.0,2011-11-23,16
14100.0,2011-07-25,137
14101.0,2011-09-27,73
14102.0,2011-12-04,5
14104.0,2011-07-08,154
14105.0,2011-04-14,239
14107.0,2011-10-19,51
14108.0,2011-11-09,30
14109.0,2011-09-28,72
14110.0,2011-12-06,3
14111.0,2011-11-25,14
14112.0,2011-11-17,22
14113.0,2011-12-06,3
14114.0,2011-03-11,273
14116.0,2011-11-20,19
14117.0,2011-07-19,143
14121.0,2011-12-06,3
14124.0,2011-09-16,84
14125.0,2011-11-29,10
14126.0,2011-12-02,7
14127.0,2011-08-09,122
14128.0,2011-10-10,60
14129.0,2011-12-08,1
14130.0,2011-01-24,319
14132.0,2011-12-07,2
14133.0,2011-08-02,129
14135.0,2011-12-08,1
14138.0,2011-12-08,1
14139.0,2011-10-24,46
14140.0,2011-12-06,3
14141.0,2011-12-07,2
14142.0,2010-12-01,373
14143.0,2011-07-29,133
14145.0,2011-10-24,46
14146.0,2011-12-01,8
14147.0,2011-09-22,78
14148.0,2011-04-20,233
14149.0,2011-05-03,220
14150.0,2011-11-04,35
14152.0,2011-09-25,75
14154.0,2011-04-14,239
14155.0,2011-03-18,266
14156.0,2011-11-30,9
14157.0,2011-11-20,19
14158.0,2011-10-30,40
14159.0,2011-11-20,19
14161.0,2011-05-08,215
14162.0,2011-06-19,173
14163.0,2011-09-13,87
14164.0,2011-09-30,70
14165.0,2011-03-09,275
14167.0,2011-10-31,39
14171.0,2011-09-02,98
14173.0,2011-11-29,10
14174.0,2011-11-06,33
14175.0,2011-10-11,59
14176.0,2011-02-15,297
14177.0,2011-09-14,86
14178.0,2011-12-01,8
14179.0,2011-10-30,40
14180.0,2011-11-29,10
14184.0,2011-10-04,66
14185.0,2011-01-12,331
14188.0,2011-11-09,30
14189.0,2011-12-07,2
14191.0,2011-12-08,1
14193.0,2011-10-03,67
14194.0,2011-12-05,4
14195.0,2011-05-22,201
14196.0,2011-08-25,106
14198.0,2011-11-21,18
14199.0,2011-05-05,218
14201.0,2011-10-10,60
14204.0,2011-12-07,2
14205.0,2011-11-23,16
14206.0,2011-04-14,239
14208.0,2011-09-06,94
14209.0,2011-11-29,10
14210.0,2011-08-26,105
14211.0,2011-10-17,53
14212.0,2011-09-11,89
14214.0,2011-11-09,30
14215.0,2011-11-28,11
14216.0,2011-12-06,3
14217.0,2011-12-08,1
14218.0,2011-10-28,42
14219.0,2011-12-05,4
14220.0,2011-04-06,247
14221.0,2011-10-28,42
14222.0,2011-06-15,177
14223.0,2011-09-08,92
14224.0,2011-08-21,110
14226.0,2011-11-11,28
14227.0,2011-11-13,26
14229.0,2011-10-19,51
14231.0,2011-06-09,183
14232.0,2011-10-28,42
14233.0,2011-10-21,49
14234.0,2011-11-17,22
14235.0,2011-09-25,75
14236.0,2011-09-20,80
14237.0,2010-12-01,373
14238.0,2011-01-17,326
14239.0,2011-10-27,43
14240.0,2011-11-09,30
14241.0,2011-06-09,183
14242.0,2011-04-19,234
14243.0,2011-12-01,8
14245.0,2011-05-04,219
14246.0,2011-08-21,110
14247.0,2011-03-06,278
14248.0,2011-01-25,318
14250.0,2011-12-02,7
14251.0,2011-12-08,1
14256.0,2011-03-24,260
14257.0,2011-10-06,64
14258.0,2011-11-30,9
14259.0,2011-07-21,141
14261.0,2011-10-20,50
14262.0,2011-12-01,8
14264.0,2011-07-08,154
14265.0,2011-08-22,109
14267.0,2011-06-30,162
14270.0,2011-01-12,331
14271.0,2011-04-28,225
14272.0,2011-09-27,73
14273.0,2011-10-19,51
14276.0,2011-09-02,98
14277.0,2011-11-24,15
14280.0,2011-05-27,196
14282.0,2011-12-06,3
14284.0,2011-11-09,30
14285.0,2011-11-18,21
14286.0,2011-11-16,23
14287.0,2011-12-01,8
14288.0,2011-05-10,213
14289.0,2011-12-01,8
14290.0,2011-11-28,11
14291.0,2011-12-08,1
14292.0,2011-12-02,7
14293.0,2011-12-06,3
14295.0,2011-10-30,40
14297.0,2011-11-22,17
14298.0,2011-12-01,8
14299.0,2011-12-01,8
14300.0,2011-11-21,18
14301.0,2011-08-14,117
14304.0,2011-05-01,222
14305.0,2011-09-29,71
14306.0,2011-10-19,51
14307.0,2011-09-12,88
14309.0,2011-12-01,8
14311.0,2011-04-11,242
14312.0,2011-10-24,46
14314.0,2011-08-25,106
14315.0,2011-10-26,44
14317.0,2011-10-06,64
14320.0,2011-05-17,206
14321.0,2011-11-29,10
14323.0,2011-08-17,114
14326.0,2011-04-11,242
14327.0,2011-06-29,163
14329.0,2011-11-22,17
14331.0,2011-08-07,124
14332.0,2011-11-17,22
14333.0,2011-10-03,67
14334.0,2011-11-23,16
14335.0,2011-11-23,16
14336.0,2011-11-23,16
14338.0,2011-07-01,161
14339.0,2011-04-11,242
14340.0,2011-05-05,218
14341.0,2011-10-25,45
14342.0,2011-11-18,21
14344.0,2011-08-04,127
14345.0,2011-11-01,38
14346.0,2011-08-11,120
14348.0,2011-03-24,260
14349.0,2011-11-29,10
14350.0,2011-03-10,274
14351.0,2011-06-28,164
14352.0,2011-07-05,157
14353.0,2011-05-08,215
14354.0,2011-12-04,5
14355.0,2010-12-09,365
14356.0,2011-09-21,79
14357.0,2011-10-27,43
14359.0,2011-11-20,19
14360.0,2011-11-08,31
14362.0,2011-11-17,22
14364.0,2011-08-23,108
14367.0,2011-12-01,8
14368.0,2011-01-24,319
14371.0,2011-02-17,295
14373.0,2010-12-16,358
14375.0,2011-06-07,185
14377.0,2011-06-01,191
14379.0,2011-10-26,44
14381.0,2011-10-18,52
14382.0,2011-11-13,26
14383.0,2011-11-01,38
14385.0,2011-11-30,9
14386.0,2011-02-16,296
14387.0,2011-11-07,32
14388.0,2011-11-29,10
14389.0,2011-10-05,65
14390.0,2011-11-29,10
14393.0,2011-05-05,218
14395.0,2011-12-07,2
14396.0,2011-10-05,65
14397.0,2011-12-07,2
14400.0,2011-07-13,149
14401.0,2011-12-05,4
14403.0,2011-08-01,130
14404.0,2011-11-06,33
14406.0,2011-08-12,119
14407.0,2011-08-24,107
14408.0,2011-11-29,10
14409.0,2011-09-29,71
14410.0,2011-09-08,92
14411.0,2011-02-02,310
14412.0,2011-10-28,42
14413.0,2010-12-12,362
14414.0,2011-09-09,91
14415.0,2011-12-08,1
14416.0,2011-11-17,22
14418.0,2011-12-06,3
14419.0,2011-11-29,10
14420.0,2011-09-01,99
14421.0,2011-10-13,57
14422.0,2011-12-09,0
14423.0,2011-05-05,218
14424.0,2011-11-22,17
14426.0,2011-11-16,23
14427.0,2011-10-20,50
14428.0,2011-12-02,7
14431.0,2011-02-10,302
14432.0,2011-11-30,9
14434.0,2011-11-18,21
14436.0,2011-09-02,98
14437.0,2010-12-09,365
14438.0,2011-02-06,306
14439.0,2011-01-24,319
14440.0,2011-12-01,8
14441.0,2011-12-09,0
14442.0,2011-05-19,204
14443.0,2011-10-17,53
14446.0,2011-12-09,0
14447.0,2011-11-21,18
14448.0,2011-11-30,9
14449.0,2011-11-21,18
14450.0,2011-06-12,180
14451.0,2011-10-10,60
14452.0,2011-11-29,10
14453.0,2011-06-02,190
14456.0,2011-12-04,5
14457.0,2011-02-02,310
14459.0,2011-07-07,155
14460.0,2011-08-21,110
14461.0,2011-07-14,148
14462.0,2011-10-04,66
14463.0,2011-09-02,98
14465.0,2011-04-07,246
14466.0,2011-11-10,29
14467.0,2011-11-22,17
14470.0,2011-11-28,11
14472.0,2011-08-28,103
14473.0,2011-09-26,74
14474.0,2011-10-24,46
14475.0,2011-09-29,71
14476.0,2011-03-27,257
14477.0,2011-11-20,19
14479.0,2011-03-31,253
14480.0,2011-11-28,11
14481.0,2011-06-28,164
14482.0,2011-11-21,18
14483.0,2011-03-03,281
14484.0,2011-10-20,50
14485.0,2011-11-01,38
14487.0,2011-11-13,26
14488.0,2011-10-03,67
14489.0,2011-05-16,207
14491.0,2011-06-17,175
14493.0,2011-12-02,7
14494.0,2011-11-14,25
14495.0,2011-10-20,50
14496.0,2011-02-01,311
14497.0,2011-02-03,309
14498.0,2011-10-28,42
14499.0,2011-11-13,26
14500.0,2011-09-12,88
14501.0,2011-06-09,183
14502.0,2011-11-20,19
14503.0,2011-12-06,3
14504.0,2011-10-23,47
14505.0,2011-11-22,17
14506.0,2011-11-22,17
14507.0,2011-11-16,23
14508.0,2011-11-17,22
14511.0,2011-11-28,11
14512.0,2011-06-05,187
14513.0,2011-08-31,100
14514.0,2011-10-09,61
14515.0,2011-11-22,17
14517.0,2011-11-06,33
14518.0,2011-10-06,64
14520.0,2011-12-08,1
14522.0,2011-11-15,24
14523.0,2011-08-23,108
14524.0,2011-11-08,31
14525.0,2011-11-20,19
14527.0,2011-12-07,2
14528.0,2011-11-02,37
14529.0,2011-10-10,60
14530.0,2011-11-14,25
14532.0,2011-04-17,236
14533.0,2011-11-15,24
14534.0,2011-12-07,2
14535.0,2011-10-10,60
14536.0,2011-03-25,259
14537.0,2011-10-13,57
14538.0,2011-10-06,64
14539.0,2011-11-24,15
14540.0,2011-11-30,9
14541.0,2011-10-12,58
14542.0,2011-06-07,185
14543.0,2011-11-11,28
14544.0,2011-11-15,24
14546.0,2011-12-04,5
14547.0,2011-12-06,3
14548.0,2011-07-12,150
14549.0,2011-02-01,311
14550.0,2011-11-29,10
14551.0,2011-11-21,18
14552.0,2011-07-11,151
14553.0,2011-11-20,19
14554.0,2011-11-29,10
14555.0,2011-10-13,57
14557.0,2011-09-15,85
14560.0,2011-12-02,7
14561.0,2011-09-25,75
14562.0,2011-12-06,3
14565.0,2011-09-05,95
14566.0,2011-08-21,110
14567.0,2011-10-14,56
14569.0,2011-12-08,1
14570.0,2011-03-04,280
14572.0,2011-12-06,3
14573.0,2011-06-13,179
14576.0,2010-12-02,372
14577.0,2011-11-27,12
14578.0,2011-12-06,3
14581.0,2011-11-23,16
14582.0,2011-10-30,40
14583.0,2011-12-04,5
14584.0,2011-06-23,169
14585.0,2011-10-20,50
14586.0,2011-03-08,276
14587.0,2011-11-21,18
14589.0,2010-12-03,371
14591.0,2011-11-24,15
14592.0,2011-11-04,35
14593.0,2011-11-18,21
14594.0,2011-12-02,7
14595.0,2011-11-20,19
14597.0,2011-11-28,11
14598.0,2011-10-26,44
14600.0,2011-02-07,305
14601.0,2011-11-29,10
14603.0,2011-03-10,274
14606.0,2011-12-08,1
14607.0,2011-11-24,15
14608.0,2011-12-05,4
14609.0,2011-09-28,72
14616.0,2011-04-11,242
14618.0,2011-11-30,9
14619.0,2011-04-08,245
14620.0,2011-05-18,205
14621.0,2011-12-08,1
14622.0,2011-06-08,184
14623.0,2011-11-07,32
14624.0,2011-10-13,57
14625.0,2011-05-27,196
14626.0,2011-11-16,23
14628.0,2011-09-09,91
14629.0,2011-12-05,4
14631.0,2011-10-20,50
14632.0,2011-03-22,262
14633.0,2011-03-18,266
14636.0,2011-11-03,36
14638.0,2011-10-20,50
14639.0,2011-10-18,52
14640.0,2011-11-15,24
14641.0,2011-11-18,21
14642.0,2011-10-12,58
14643.0,2011-06-22,170
14644.0,2011-10-03,67
14645.0,2011-07-06,156
14646.0,2011-12-08,1
14647.0,2011-05-22,201
14649.0,2011-12-05,4
14651.0,2011-10-03,67
14652.0,2011-09-23,77
14653.0,2011-12-08,1
14655.0,2011-12-01,8
14656.0,2011-06-23,169
14657.0,2011-11-22,17
14658.0,2011-12-04,5
14659.0,2011-12-01,8
14660.0,2011-09-14,86
14661.0,2011-11-13,26
14662.0,2011-11-11,28
14664.0,2011-11-20,19
14665.0,2011-10-10,60
14666.0,2011-11-15,24
14667.0,2011-11-29,10
14669.0,2011-04-12,241
14670.0,2011-03-04,280
14672.0,2011-04-19,234
14673.0,2011-12-06,3
14675.0,2011-11-23,16
14676.0,2011-11-08,31
14680.0,2011-11-14,25
14681.0,2011-09-29,71
14682.0,2011-06-05,187
14684.0,2011-11-14,25
14687.0,2011-08-25,106
14688.0,2011-12-02,7
14689.0,2011-05-15,208
14690.0,2011-10-26,44
14691.0,2011-11-09,30
14692.0,2011-07-25,137
14693.0,2011-03-20,264
14696.0,2011-12-05,4
14697.0,2011-05-05,218
14698.0,2011-12-08,1
14699.0,2011-05-09,214
14700.0,2011-11-07,32
14701.0,2011-11-29,10
14702.0,2011-12-08,1
14703.0,2011-11-25,14
14704.0,2011-11-28,11
14705.0,2011-05-25,198
14708.0,2011-12-07,2
14709.0,2011-11-24,15
14710.0,2011-11-25,14
14711.0,2011-11-29,10
14712.0,2011-11-10,29
14713.0,2011-11-30,9
14714.0,2011-11-15,24
14715.0,2011-11-15,24
14716.0,2011-10-27,43
14719.0,2011-12-08,1
14720.0,2011-12-04,5
14722.0,2011-07-15,147
14723.0,2011-11-29,10
14725.0,2011-11-15,24
14727.0,2011-03-10,274
14729.0,2010-12-01,373
14730.0,2011-12-08,1
14731.0,2011-10-23,47
14732.0,2011-12-01,8
14733.0,2011-11-23,16
14735.0,2011-12-06,3
14737.0,2011-12-06,3
14738.0,2011-10-28,42
14739.0,2011-12-05,4
14740.0,2011-05-26,197
14741.0,2011-11-28,11
14744.0,2011-11-23,16
14745.0,2011-08-19,112
14747.0,2011-04-04,249
14748.0,2011-11-10,29
14752.0,2011-10-27,43
14753.0,2011-09-13,87
14754.0,2011-10-26,44
14755.0,2011-11-30,9
14756.0,2011-11-24,15
14757.0,2011-09-25,75
14758.0,2011-07-18,144
14759.0,2011-12-05,4
14760.0,2011-02-15,297
14761.0,2011-10-12,58
14762.0,2011-03-21,263
14764.0,2011-10-24,46
14765.0,2011-11-10,29
14766.0,2011-12-01,8
14768.0,2011-11-22,17
14769.0,2011-12-07,2
14770.0,2011-04-21,232
14772.0,2011-08-19,112
14775.0,2011-10-12,58
14776.0,2011-10-19,51
14778.0,2011-08-04,127
14779.0,2011-03-04,280
14780.0,2011-10-16,54
14782.0,2011-01-24,319
14784.0,2011-11-13,26
14785.0,2011-11-29,10
14788.0,2011-12-02,7
14789.0,2011-11-11,28
14790.0,2011-11-23,16
14792.0,2011-10-07,63
14793.0,2011-11-18,21
14794.0,2011-12-07,2
14795.0,2011-06-26,166
14796.0,2011-12-08,1
14798.0,2011-10-18,52
14799.0,2011-10-19,51
14800.0,2011-10-23,47
14801.0,2011-10-09,61
14803.0,2011-06-30,162
14804.0,2011-12-01,8
14805.0,2011-11-24,15
14806.0,2011-09-25,75
14808.0,2011-10-31,39
14810.0,2011-10-30,40
14813.0,2010-12-05,369
14815.0,2011-11-03,36
14816.0,2011-05-26,197
14817.0,2011-05-23,200
14818.0,2011-09-27,73
14819.0,2011-10-06,64
14820.0,2011-11-18,21
14821.0,2010-12-08,366
14823.0,2011-06-12,180
14824.0,2011-11-29,10
14825.0,2011-12-06,3
14828.0,2011-05-27,196
14829.0,2011-11-10,29
14830.0,2011-10-17,53
14834.0,2011-11-22,17
14836.0,2011-11-29,10
14837.0,2011-09-11,89
14840.0,2011-03-17,267
14841.0,2011-10-17,53
14842.0,2011-10-27,43
14844.0,2011-10-07,63
14847.0,2011-07-14,148
14849.0,2011-11-18,21
14850.0,2011-02-01,311
14851.0,2011-11-16,23
14852.0,2011-10-12,58
14853.0,2011-11-15,24
14854.0,2011-09-22,78
14855.0,2011-08-12,119
14856.0,2011-11-03,36
14857.0,2011-10-11,59
14859.0,2011-11-27,12
14860.0,2011-11-20,19
14861.0,2011-10-18,52
14862.0,2011-11-14,25
14863.0,2011-11-10,29
14865.0,2011-12-02,7
14866.0,2011-11-29,10
14867.0,2011-06-07,185
14868.0,2011-12-06,3
14869.0,2011-12-01,8
14870.0,2011-03-23,261
14871.0,2011-12-06,3
14873.0,2011-05-13,210
14875.0,2011-08-24,107
14878.0,2011-11-27,12
14880.0,2011-09-23,77
14881.0,2011-11-20,19
14882.0,2011-11-13,26
14883.0,2011-11-21,18
14885.0,2011-07-31,131
14886.0,2011-04-01,252
14887.0,2011-09-21,79
14888.0,2011-05-16,207
14889.0,2011-01-07,336
14890.0,2011-03-31,253
14891.0,2011-07-14,148
14893.0,2011-11-30,9
14894.0,2011-09-15,85
14895.0,2011-12-02,7
14896.0,2011-05-19,204
14897.0,2011-12-02,7
14898.0,2011-11-16,23
14901.0,2011-11-28,11
14902.0,2011-11-14,25
14903.0,2011-11-18,21
14904.0,2011-12-07,2
14905.0,2011-07-05,157
14907.0,2011-12-06,3
14908.0,2011-09-26,74
14910.0,2011-12-07,2
14911.0,2011-12-08,1
14912.0,2011-11-23,16
14913.0,2011-11-04,35
14915.0,2011-09-09,91
14916.0,2011-09-30,70
14918.0,2011-08-16,115
14920.0,2011-05-11,212
14921.0,2011-11-09,30
14923.0,2011-10-20,50
14924.0,2011-04-08,245
14929.0,2011-11-07,32
14930.0,2011-08-23,108
14931.0,2011-12-05,4
14932.0,2010-12-09,365
14934.0,2011-09-19,81
14935.0,2011-02-15,297
14936.0,2011-11-06,33
14937.0,2011-10-14,56
14944.0,2011-11-10,29
14946.0,2011-11-25,14
14947.0,2011-09-28,72
14948.0,2011-11-16,23
14950.0,2011-11-20,19
14951.0,2011-09-21,79
14952.0,2011-10-11,59
14953.0,2011-11-14,25
14954.0,2011-11-27,12
14957.0,2011-03-31,253
14958.0,2011-07-15,147
14959.0,2011-10-06,64
14960.0,2011-12-01,8
14961.0,2011-11-29,10
14962.0,2011-03-14,270
14963.0,2011-11-30,9
14964.0,2011-04-06,247
14965.0,2011-09-04,96
14966.0,2011-11-25,14
14967.0,2011-10-21,49
14968.0,2011-11-09,30
14970.0,2011-10-02,68
14971.0,2011-11-04,35
14972.0,2011-08-03,128
14973.0,2011-08-24,107
14974.0,2011-11-02,37
14975.0,2011-10-13,57
14976.0,2011-10-13,57
14978.0,2011-09-28,72
14981.0,2011-04-07,246
14984.0,2011-11-20,19
14985.0,2011-05-25,198
14987.0,2011-11-24,15
14988.0,2011-05-12,211
14995.0,2011-11-01,38
14997.0,2011-10-24,46
14998.0,2011-06-22,170
15000.0,2011-10-23,47
15002.0,2011-08-16,115
15004.0,2011-07-15,147
15005.0,2011-11-24,15
15006.0,2011-10-19,51
15007.0,2011-07-03,159
15009.0,2011-11-27,12
15010.0,2011-11-04,35
15012.0,2011-10-17,53
15014.0,2011-10-27,43
15016.0,2011-06-20,172
15017.0,2011-11-06,33
15018.0,2011-11-01,38
15019.0,2011-03-18,266
15021.0,2011-12-01,8
15022.0,2011-11-28,11
15023.0,2011-12-06,3
15024.0,2011-11-30,9
15025.0,2011-11-06,33
15026.0,2011-09-20,80
15027.0,2011-11-09,30
15028.0,2011-12-01,8
15030.0,2011-09-29,71
15031.0,2011-12-05,4
15032.0,2011-03-28,256
15033.0,2011-12-05,4
15034.0,2011-11-24,15
15035.0,2011-09-11,89
15036.0,2011-09-28,72
15038.0,2011-10-12,58
15039.0,2011-11-30,9
15041.0,2011-06-22,170
15042.0,2011-05-24,199
15043.0,2011-11-08,31
15044.0,2011-11-20,19
15045.0,2011-07-11,151
15046.0,2011-11-30,9
15047.0,2011-03-15,269
15048.0,2011-10-05,65
15049.0,2011-03-11,273
15050.0,2011-11-14,25
15051.0,2011-11-16,23
15052.0,2011-01-24,319
15053.0,2011-12-05,4
15054.0,2011-11-27,12
15057.0,2011-03-09,275
15058.0,2011-11-14,25
15059.0,2011-10-30,40
15060.0,2011-12-01,8
15061.0,2011-12-06,3
15062.0,2011-09-29,71
15063.0,2011-05-10,213
15065.0,2011-11-02,37
15066.0,2011-10-17,53
15067.0,2011-09-22,78
15068.0,2011-10-24,46
15069.0,2011-06-13,179
15070.0,2010-12-02,372
15071.0,2011-09-07,93
15073.0,2011-11-30,9
15074.0,2011-08-26,105
15075.0,2011-09-23,77
